Method,edge removal percentage,jaccard index
ours_hdhc,2,0.8181818181818182
ours_hdhc,4,0.7391304347826086
ours_hdhc,6,0.6
ours_hdhc,8,0.5384615384615384
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
ours_hdhc,2,0.8181818181818182
ours_hdhc,4,0.6666666666666666
ours_hdhc,6,0.5384615384615384
ours_hdhc,8,0.5384615384615384
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
Method,edge removal percentage,jaccard index
