Node_Id	Closeness_Centrality
2565	0.48741490125142045
766	0.46691538587304166
457	0.46660487487625174
1549	0.46586133082226927
1166	0.4656758149276032
1374	0.450140341535523
11	0.44881580653196423
1151	0.4440438898496422
2688	0.44183485538502504
2485	0.43450195092359406
3352	0.4286618709380619
5524	0.42829553799988995
2328	0.42800814393425224
737	0.42766899326552466
1133	0.4270442789722579
3456	0.4269923018204842
2871	0.42577447075151387
68	0.42569697266801343
789	0.42554206110590714
1608	0.4253614733867352
15	0.42448650877331945
3453	0.42175628176930735
2651	0.4210223524460964
311	0.4209970900944556
4310	0.4209970900944556
72	0.4207951003666905
4037	0.42071940418026005
5079	0.42013997027031125
2237	0.4198634135308597
2972	0.41966250992967263
722	0.4194617985002808
2398	0.4193865812022831
2576	0.41838625542720315
3787	0.4182864852458685
2145	0.4175148767339599
600	0.41749003353053654
3447	0.41741552165591034
24	0.4170185737601306
5189	0.41657290883537357
1055	0.41565980471055675
1542	0.4150451052064003
36	0.4148978477626514
996	0.41460364613332135
173	0.414554653087988
2658	0.4144077434005196
4712	0.41435879664053604
5697	0.41416312517054465
5802	0.41408979600532325
87	0.4133335789993636
1305	0.4132362037525294
825	0.41316320242104565
2240	0.41279858230947797
2535	0.4125558595586639
4099	0.4123861233992122
813	0.4118294009223571
2256	0.41168441609541734
1098	0.41151539610053944
2693	0.41149126171568806
1297	0.4111536773228361
762	0.4111054961923125
1496	0.4110573263526977
988	0.4110091678000232
2790	0.4106964120530436
2135	0.41014423940575184
5022	0.41014423940575184
3976	0.4097849260316667
2297	0.40956964003935536
2660	0.4089489714701986
784	0.4088774768947667
4828	0.4086155438538348
5254	0.4085203786616709
3026	0.4077369539466642
4967	0.40709820153839266
5179	0.4069565282474449
1210	0.40690932572720506
3642	0.40683854247444023
5543	0.40674420310227233
993	0.40655565555187145
2381	0.4064379020746219
3089	0.40599106026583714
3614	0.4058501563809693
2369	0.4058501563809693
3084	0.4055451999025604
3568	0.4053811823153569
3459	0.4053811823153569
3028	0.4052641080987811
3631	0.4051704974022173
3449	0.40507692994135425
1701	0.4050535448282067
4335	0.4045630804078993
3454	0.4045397545845363
127	0.40439985611032836
319	0.40435324478528106
4632	0.40432994315185833
407	0.4043066442038837
3334	0.4038877218232902
2323	0.40386447381075213
5002	0.40386447381075213
4191	0.4036785860142798
3641	0.403632140799298
2504	0.40302932411477954
2859	0.4029598841898804
5412	0.4029598841898804
4040	0.40286733483659837
5814	0.4028442041404488
306	0.4028210761002524
2653	0.40272859048985177
2686	0.4025437466158461
1717	0.40242830533491236
5020	0.40199023166690717
2625	0.4018520906938257
5800	0.40180606479865977
122	0.40164505715920756
2411	0.40162206660069816
5531	0.4014841785027579
3258	0.4014612063577386
634	0.4014382368414119
3032	0.4013004749207388
3452	0.40120868615703326
3394	0.4010252345401347
3498	0.40084195061209993
2654	0.40081905190026834
4124	0.40077326232445293
1167	0.4007503714595726
3586	0.4005902085934454
2326	0.4005902085934454
2066	0.4005673386340601
3615	0.40033878258097666
2967	0.4001789484694118
4483	0.4000648593633366
5188	0.4000420493479786
3796	0.39974575566967846
310	0.3997002109783638
3291	0.39960915272321434
3897	0.3995863946417334
3643	0.39944990057012225
2940	0.398950219111514
4536	0.39879149161726707
2667	0.39872350420606906
2585	0.3987008468868165
1211	0.3982030365218046
2775	0.3981804383130468
1470	0.3979094597353937
2384	0.3978192154852978
663	0.39777410870878155
432	0.39772901215997947
826	0.39759378384508404
1385	0.39759378384508404
2560	0.39759378384508404
4441	0.39759378384508404
2774	0.39750368270999925
3034	0.3974811638066053
1319	0.3973686075502179
4065	0.3973236028945126
3537	0.39727860843181007
3092	0.3972111358420628
1661	0.39716616684672235
1972	0.39682922365896706
