Node_Id	Degree_Centrality
5038	0.03769316726172631
273	0.037257093020086667
458	0.034368101169224057
140	0.033932026927584416
1028	0.03390477228748194
195	0.03115205363713172
370	0.029952849472622712
1139	0.02910795562944591
136	0.027963260745141858
566	0.02518328745468916
823	0.02474721321304952
292	0.02273036984546619
588	0.022594096644953803
76	0.022212531683519117
416	0.02155842032105966
286	0.019378049112861465
353	0.0192145212722466
734	0.01869668311029953
851	0.01815159030824998
1824	0.016598075822408763
478	0.01654356654220381
95	0.016271020141179034
893	0.016107492300564172
516	0.01504456133656755
444	0.014772014935542775
520	0.014717505655337821
647	0.014690251015235342
652	0.014662996375132865
343	0.014635741735030388
543	0.01419966749339075
213	0.014008885012673406
443	0.01376359325175111
155	0.01354555613093129
175	0.013518301490828813
530	0.013245755089804039
127	0.013109481889291652
4063	0.013054972609086696
188	0.012755171567959444
639	0.012618898367447057
241	0.012509879807037147
93	0.012400861246627237
1768	0.012237333406012373
915	0.012155569485704941
1672	0.011555967403450437
3311	0.01152871276334796
106	0.011501458123245482
308	0.011474203483143005
1031	0.011365184922733095
802	0.011038129241503365
3161	0.011038129241503365
232	0.0108746014008885
3237	0.010820092120683546
134	0.010792837480581068
5030	0.010602054999863726
939	0.010520291079556293
613	0.010520291079556293
4746	0.010438527159248862
72	0.010274999318633998
1233	0.010274999318633998
90	0.009975198277506744
1528	0.009947943637404267
4755	0.009947943637404267
423	0.00992068899730179
5237	0.009893434357199313
383	0.009838925076994357
342	0.009375596195252241
1371	0.009348341555149764
2630	0.009348341555149764
78	0.009239322994739854
109	0.009239322994739854
225	0.009239322994739854
274	0.009212068354637377
2753	0.009048540514022511
1443	0.008994031233817557
1061	0.008912267313510124
314	0.008775994112997737
1334	0.008557956992177918
400	0.008503447711972962
887	0.008448938431768008
1935	0.008448938431768008
554	0.008448938431768008
56	0.008421683791665531
585	0.008394429151563054
2215	0.008394429151563054
1507	0.008367174511460575
815	0.008339919871358098
448	0.008312665231255621
481	0.008285410591153144
265	0.008230901310948188
403	0.008176392030743234
581	0.008149137390640757
1046	0.00812188275053828
878	0.0080946281104358
471	0.0080946281104358
255	0.008067373470333324
929	0.008040118830230846
74	0.007985609550025892
526	0.007958354909923413
2323	0.007794827069308549
114	0.007767572429206072
88	0.007740317789103594
299	0.007713063149001117
215	0.00768580850889864
452	0.007658553868796162
1821	0.007631299228693685
367	0.007631299228693685
528	0.007604044588591207
1817	0.00757678994848873
184	0.007549535308386253
694	0.007495026028181298
1095	0.007495026028181298
80	0.007386007467771388
480	0.0073587528276689105
499	0.0073314981875664325
128	0.007195224987054045
1304	0.007167970346951568
2947	0.007167970346951568
925	0.007167970346951568
1819	0.00714071570684909
233	0.007113461066746613
676	0.007031697146439181
3215	0.007031697146439181
2637	0.007031697146439181
592	0.007004442506336703
300	0.006895423945926794
1076	0.006895423945926794
539	0.006786405385516884
89	0.006731896105311929
1202	0.006704641465209452
301	0.0066501321850044965
659	0.0066501321850044965
1330	0.0066228775449020194
1161	0.0066228775449020194
1077	0.0066228775449020194
243	0.0066228775449020194
924	0.006541113624594587
146	0.006513858984492109
6917	0.006404840424082199
107	0.006377585783979722
716	0.006377585783979722
442	0.006350331143877245
75	0.006323076503774767
473	0.006323076503774767
700	0.00629582186367229
723	0.006268567223569812
1084	0.006268567223569812
186	0.006241312583467335
378	0.006241312583467335
116	0.006241312583467335
2939	0.006214057943364858
470	0.006214057943364858
1478	0.006214057943364858
240	0.00618680330326238
780	0.00618680330326238
454	0.00618680330326238
1137	0.006159548663159903
1899	0.006132294023057425
360	0.006077784742852471
490	0.006077784742852471
686	0.006023275462647516
487	0.006023275462647516
1050	0.005996020822545038
551	0.0059687661824425605
804	0.0059687661824425605
1138	0.0059687661824425605
1725	0.0059415115423400834
1213	0.0059415115423400834
2253	0.0059142569022376055
1588	0.0059142569022376055
575	0.0059142569022376055
355	0.005887002262135128
596	0.0058597476220326504
920	0.005832492981930173
525	0.005832492981930173
7954	0.005805238341827696
82	0.005777983701725218
147	0.005777983701725218
678	0.005777983701725218
672	0.005750729061622741
549	0.005723474421520263
1053	0.005696219781417786
2718	0.005641710501212831
586	0.005641710501212831
404	0.005641710501212831
3174	0.005641710501212831
4618	0.005614455861110354
336	0.005587201221007876
1216	0.005587201221007876
913	0.005559946580905399
102	0.005532691940802921
562	0.005532691940802921
83	0.005478182660597967
250	0.005450928020495489
1026	0.005396418740290534
1927	0.005369164100188057
326	0.0052328908996756695
889	0.005205636259573192
4398	0.0051783816194707144
316	0.0051783816194707144
192	0.0051783816194707144
822	0.0051783816194707144
172	0.005096617699163282
5069	0.005069363059060805
593	0.005069363059060805
1771	0.005042108418958327
4681	0.00501485377885585
692	0.00501485377885585
1185	0.004987599138753372
194	0.004933089858548418
200	0.004933089858548418
430	0.004933089858548418
564	0.004933089858548418
3354	0.004933089858548418
5022	0.004933089858548418
462	0.00490583521844594
1340	0.00490583521844594
666	0.00490583521844594
385	0.004851325938240985
1180	0.004851325938240985
438	0.004851325938240985
2736	0.004851325938240985
1118	0.004851325938240985
504	0.004824071298138508
489	0.004796816658036031
111	0.004769562017933553
4737	0.004769562017933553
2111	0.004742307377831076
449	0.004742307377831076
1162	0.004742307377831076
714	0.004742307377831076
664	0.004715052737728598
1737	0.004715052737728598
402	0.004687798097626121
91	0.004687798097626121
441	0.004687798097626121
264	0.004687798097626121
1049	0.004687798097626121
2737	0.004660543457523643
488	0.004660543457523643
151	0.004633288817421166
1193	0.004633288817421166
4152	0.0046060341773186885
948	0.0046060341773186885
3027	0.004578779537216211
2773	0.004578779537216211
335	0.004578779537216211
319	0.004578779537216211
492	0.004578779537216211
519	0.0045515248971137335
1559	0.0045515248971137335
560	0.0045515248971137335
2601	0.0045515248971137335
165	0.0045242702570112555
572	0.0045242702570112555
498	0.0044970156169087784
1027	0.0044970156169087784
4735	0.0044970156169087784
1566	0.004469760976806301
386	0.004469760976806301
5033	0.004442506336703823
1806	0.004442506336703823
388	0.004442506336703823
477	0.004442506336703823
884	0.004415251696601346
425	0.004415251696601346
1071	0.004415251696601346
787	0.004415251696601346
2740	0.004415251696601346
573	0.004387997056498868
4153	0.004360742416396391
426	0.004360742416396391
479	0.004360742416396391
1365	0.004333487776293914
3016	0.004333487776293914
180	0.004306233136191436
2510	0.004306233136191436
1032	0.004306233136191436
