Node_Id	Betweenness_Centrality
4165	0.28841562147939637
2544	0.28169812331624505
1244	0.2796951897344538
4220	0.2776498877784976
2529	0.26730447500467724
1268	0.24827101665302145
1309	0.2365166910499439
1245	0.20523301004236488
427	0.2049539625669129
2607	0.20311626353593495
2595	0.19230583355335626
2606	0.1862957329429396
70	0.18412340121277393
109	0.17741564211788385
1168	0.17112033945509145
4121	0.1570788320418678
2236	0.15365409555455442
71	0.14786129147940616
2224	0.1327780171751506
394	0.13164241799743548
1477	0.13101098215425122
1126	0.13049406218773463
428	0.1304038492933685
1132	0.12390473132713033
2558	0.11575596560229243
4208	0.11564829740073125
2313	0.11384652493904934
4207	0.10875962587388315
4200	0.10811291908931796
1167	0.10677706608764755
4838	0.10649618555813582
397	0.10343301355652063
4833	0.09904553808424085
2232	0.09791849703472469
2613	0.09768787259221988
421	0.0956248689736031
1149	0.09257054739731597
2371	0.09173701062795833
2318	0.09166067148798601
1341	0.09141990181753121
4653	0.09003955541599636
2250	0.08740221352398178
1179	0.0871428429698984
2533	0.08646121592455125
1092	0.08521040238836533
4477	0.07868904675739084
286	0.07683633189701804
2299	0.07631109816485047
3786	0.07590364275433265
2344	0.07568150405448171
2345	0.07566055117963374
4849	0.07250669032277227
1507	0.07172520931931484
4478	0.0708389755166858
426	0.06769041038333713
208	0.06632105622056286
393	0.06575634727459043
4884	0.06379786926120971
403	0.0615227795085152
4894	0.06049232484307683
69	0.05986772486767234
1160	0.059806294072882356
4874	0.05969369215873009
1314	0.05901457500799748
4892	0.05890958497021773
1354	0.0557758766996784
727	0.05517827022993679
3313	0.05392301744155797
4877	0.052628065075060834
3782	0.05173735323322714
4475	0.04960662217392006
2618	0.049275828956585686
385	0.04822103564970198
317	0.0480217257029655
1258	0.047828397473208675
1513	0.047570532772249374
2608	0.047366555402814786
2605	0.04708539766212137
130	0.04687829412311563
2954	0.04641522221340973
4219	0.045806542301140334
4459	0.045791375641990206
3334	0.04504244490524896
491	0.04465413295718375
3353	0.04439690395416929
1171	0.04364505416730793
448	0.04291864081051405
3363	0.041561240502923764
1217	0.040604130952438894
3337	0.040587882664885465
412	0.040536982293968564
4656	0.04033523676953248
2459	0.03916609387545125
2609	0.0389953649000571
1031	0.03882782410252077
2587	0.03809141138792086
693	0.0379661168803356
254	0.03752380227210845
396	0.03710835271545675
801	0.03663696138836751
4363	0.03605944808917454
571	0.03605036687880162
4364	0.03567178452501876
338	0.035529398174901694
4553	0.03409705821405472
1107	0.0336893932996807
1508	0.033038005629053076
1374	0.03300752069350267
745	0.032998367436130015
1384	0.032875646222130746
114	0.0328719301530847
4164	0.03225178494336592
1108	0.03211936539203076
2214	0.03194641008287063
4645	0.03194495739342789
1053	0.03178915092940594
4889	0.03130434890543032
4353	0.03127534124089296
2208	0.03111305767111302
803	0.030939790731295196
2559	0.030670594067672235
4120	0.030249563891314887
3771	0.029953591383564643
4609	0.02984402043608791
2619	0.029677469929563192
784	0.029608623474283956
2975	0.029380266679919127
1124	0.028560362827963995
3988	0.02841860824257226
3986	0.02811588669966782
2523	0.027812875929005706
1331	0.02774648248696936
4890	0.027638349418323042
2594	0.027059743051129456
1335	0.02688477840062326
2910	0.026658097532218095
3770	0.026611813112438373
1073	0.02658630188670453
1270	0.02595860065608633
2586	0.025756843990765933
4575	0.02569944743743585
4903	0.025197116404206524
751	0.02516351888672475
2539	0.02503074220104645
2410	0.024906544288967384
3967	0.024898958734430363
1034	0.02473673859709332
1120	0.024699375074657557
1327	0.02430645100109776
4868	0.02409321705014573
4880	0.02362670828758637
36	0.023269885048233508
1193	0.02315558649264327
758	0.023154201665240112
792	0.023151894587266027
2415	0.022983153140733206
2555	0.022919417727087
206	0.02288929513387063
1231	0.02254827049274338
2543	0.022470535560266236
2365	0.022325135568398144
4901	0.022119196888984467
4042	0.021635872563790348
4153	0.02158762310897914
754	0.02156439237722389
2476	0.021026894856464997
1148	0.0208519538304834
1074	0.02070335542144057
4574	0.02033148542440778
3366	0.020237914846638474
4865	0.020125508760050287
570	0.020029557748740556
2718	0.020009618066839988
4382	0.01911996330871768
4888	0.019015347455331455
1007	0.019012608409083375
2540	0.01900454078408117
3764	0.018501344395134678
1066	0.018452026403177134
2234	0.018396140386944974
1059	0.01827145172533233
2362	0.018140204127060116
4173	0.018088344623490543
2280	0.01802401153043716
1362	0.01793550216003126
946	0.017910217861578242
4657	0.017836327178835713
854	0.0176566362537225
1310	0.01759944553727627
37	0.017565636725389525
1555	0.016971881637815402
2961	0.016924464250710758
318	0.016883050881048214
1192	0.016777949371221047
319	0.016555551004339447
4031	0.01652777265039941
300	0.01640798703925273
838	0.01635816853559443
523	0.016319901687565915
2352	0.016084455990474304
2435	0.016060233202578985
841	0.015931584598625304
3346	0.01586988227075211
840	0.015828901181608
839	0.015824913975880133
4842	0.015522407512650679
4152	0.015392906248455364
2504	0.015222717724236907
2283	0.015108830708753952
1071	0.0149738984691601
2284	0.014713899713044067
1269	0.014707752885574145
285	0.014703941592680644
2550	0.014661564634054124
1647	0.014364547054614572
2534	0.01431716779371046
681	0.014312339284207852
3349	0.014310691908179737
4188	0.014244162293520105
1430	0.014061790736079573
3348	0.014030486629146658
1865	0.01399771412352401
585	0.013955473862284322
2475	0.013946723772831746
4663	0.013787347151798182
1006	0.013764141965128547
3785	0.013705996457670828
1460	0.013702003418570351
3318	0.013576893745261437
2576	0.013523363339413251
2612	0.013476294338606141
1324	0.01337987784936101
440	0.013322951062008113
857	0.01323267068813149
739	0.013224250840005147
3717	0.013160691687792552
856	0.013092066408379822
1328	0.012991128651894165
2490	0.012970466007305068
3356	0.01293504016636904
185	0.012933629375532944
1462	0.012760096205511811
2552	0.012757969579678632
1366	0.012748935479045417
2460	0.012735499390726828
2960	0.01261873823152308
2388	0.012592929226946777
106	0.012576190545760785
158	0.012543811143140413
659	0.012462829242808142
3963	0.01234375226218053
4113	0.012302320467315962
1425	0.012286253202096706
4841	0.01225487603550239
4837	0.012153321616927322
2458	0.012116827591391337
3653	0.01210080008844976
96	0.012097145249281103
3961	0.012094357203177074
423	0.012070596327649332
3308	0.011993940661810476
1281	0.011916024294225346
1404	0.011910133951610648
2384	0.01183101738268354
